Age,Gender,MaritalStatus,IncomeLevel,NumTransactions,TotalAmountSpent,AvgTransactionAmount,NumServiceInteractions,NumUnresolvedIssues,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
47,M,Single,Medium,2,283.16,141.58,2,2,2023-06-23,29,Website,0
38,M,Divorced,Low,1,34.91,34.91,0,0,2023-06-19,11,Online Banking,0
20,M,Single,Medium,2,536.29,268.145,1,1,2023-03-21,26,Mobile App,0
23,F,Married,Medium,2,601.31,300.655,1,1,2023-10-09,23,Mobile App,1
55,F,Widowed,Low,8,649.71,81.21375,0,0,2023-01-28,18,Mobile App,0
30,M,Married,High,3,467.83,155.94333333333333,2,2,2023-06-02,20,Website,0
62,F,Single,High,8,2145.44,268.18,0,0,2023-09-11,44,Website,0
20,F,Divorced,Medium,1,477.46,477.46,0,0,2023-03-12,21,Online Banking,0
65,F,Divorced,High,2,823.75,411.875,2,1,2023-02-11,26,Online Banking,0
45,M,Widowed,High,9,2007.24,223.02666666666667,2,1,2023-10-30,32,Online Banking,0
39,F,Single,Low,1,61.98,61.98,2,2,2023-11-20,1,Online Banking,0
57,F,Married,High,4,839.3,209.825,1,0,2023-03-10,2,Website,1
57,F,Married,High,6,1369.7,228.28333333333333,2,2,2023-02-23,4,Mobile App,0
29,F,Divorced,Medium,2,553.79,276.895,2,2,2023-09-30,41,Online Banking,0
40,F,Widowed,High,3,605.89,201.96333333333334,0,0,2023-03-26,10,Website,0
48,M,Single,High,2,403.37,201.685,2,1,2023-08-27,28,Website,0
35,F,Married,Medium,5,848.26,169.652,0,0,2023-04-17,49,Mobile App,0
24,F,Divorced,Medium,8,2361.19,295.14875,1,1,2023-08-13,37,Online Banking,0
25,M,Widowed,Medium,9,2582.54,286.94888888888886,0,0,2023-09-18,17,Mobile App,0
36,M,Divorced,High,5,908.3199999999999,181.664,2,1,2023-01-02,30,Website,0
46,M,Widowed,High,5,1577.44,315.488,0,0,2023-12-06,6,Website,0
61,M,Single,High,7,2439.39,348.4842857142857,2,1,2023-12-13,11,Website,0
37,F,Divorced,High,6,1719.37,286.56166666666667,1,0,2023-01-18,11,Online Banking,0
67,F,Married,High,2,756.52,378.26,2,0,2023-12-27,2,Mobile App,1
59,F,Widowed,High,1,135.94,135.94,0,0,2023-01-25,20,Mobile App,0
47,F,Divorced,Medium,2,608.06,304.03,0,0,2023-08-26,34,Website,0
64,F,Widowed,Medium,1,13.86,13.86,0,0,2023-12-04,41,Mobile App,0
39,M,Divorced,High,4,682.9399999999999,170.73499999999999,1,0,2023-04-23,1,Website,0
27,F,Divorced,Low,6,1147.08,191.17999999999998,1,1,2023-09-21,48,Mobile App,0
43,M,Single,Medium,6,1022.86,170.47666666666666,1,0,2023-07-05,27,Online Banking,0
68,M,Married,High,7,2295.76,327.96571428571434,1,0,2023-10-02,26,Online Banking,1
50,M,Divorced,Medium,3,924.63,308.21,2,0,2023-07-26,26,Online Banking,0
45,F,Single,Low,6,1466.6,244.4333333333333,2,1,2023-06-27,8,Mobile App,0
27,F,Widowed,Medium,8,1980.5,247.5625,1,0,2023-09-08,29,Online Banking,0
46,M,Widowed,Medium,6,1641.62,273.6033333333333,1,1,2023-01-07,17,Online Banking,0
61,M,Divorced,Medium,9,1974.45,219.38333333333333,2,1,2023-07-20,33,Mobile App,0
35,M,Married,Medium,2,704.7,352.35,1,0,2023-11-30,1,Online Banking,0
59,M,Widowed,High,6,1376.54,229.42333333333332,2,0,2023-08-20,24,Mobile App,0
18,M,Divorced,Low,9,2702.27,300.2522222222222,1,1,2023-04-23,25,Online Banking,0
40,M,Widowed,High,2,588.68,294.34,1,1,2023-07-23,1,Mobile App,1
34,F,Single,Medium,5,1493.9,298.78000000000003,2,1,2023-09-02,26,Website,0
60,M,Divorced,Medium,1,266.08,266.08,2,1,2023-03-19,16,Online Banking,1
54,M,Divorced,Medium,3,324.4,108.13333333333333,1,1,2023-07-13,49,Online Banking,0
48,M,Divorced,Low,1,368.57,368.57,2,1,2023-01-06,33,Website,0
42,M,Single,Low,8,2316.37,289.54625,0,0,2023-07-15,28,Mobile App,0
21,M,Divorced,High,4,780.1800000000001,195.04500000000002,2,1,2023-09-10,45,Online Banking,0
69,F,Divorced,Medium,9,2282.8900000000003,253.6544444444445,1,1,2023-01-17,24,Mobile App,1
26,M,Single,Low,8,2154.17,269.27125,1,0,2023-05-03,36,Website,0
45,F,Widowed,Medium,8,1731.26,216.4075,2,0,2023-03-26,14,Online Banking,0
47,M,Single,High,9,2348.41,260.9344444444444,0,0,2023-04-19,49,Mobile App,0
64,M,Married,High,2,469.14,234.57,2,1,2023-08-14,5,Mobile App,1
41,F,Single,Low,9,1514.16,168.24,1,0,2023-01-01,27,Online Banking,0
50,M,Widowed,High,1,286.8,286.8,2,0,2023-08-28,14,Mobile App,0
37,F,Divorced,Low,8,1188.8400000000001,148.60500000000002,1,0,2023-10-29,24,Online Banking,1
26,F,Divorced,Medium,8,2518.16,314.77,0,0,2023-01-16,46,Website,0
25,F,Single,Low,7,2197.79,313.96999999999997,1,1,2023-09-16,28,Mobile App,0
41,F,Married,High,6,1939.2,323.2,0,0,2023-01-17,8,Online Banking,0
31,F,Single,Medium,9,3352.34,372.4822222222222,1,1,2023-02-07,35,Website,0
35,F,Married,High,6,1239.81,206.635,2,1,2023-06-22,47,Online Banking,0
18,M,Single,Medium,5,1454.45,290.89,2,0,2023-06-15,35,Website,0
29,F,Married,Medium,1,35.85,35.85,2,1,2023-10-26,23,Website,0
46,M,Married,Medium,2,267.09,133.545,1,1,2023-05-10,13,Online Banking,0
54,M,Divorced,Medium,9,2143.59,238.17666666666668,0,0,2023-12-25,47,Online Banking,0
43,F,Married,High,1,133.2,133.2,1,1,2023-08-31,17,Website,0
50,F,Divorced,Low,4,1143.8,285.95,1,0,2023-02-28,31,Website,0
60,F,Single,Medium,8,2366.3,295.7875,2,1,2023-05-11,10,Online Banking,0
32,M,Single,High,4,1333.6,333.4,2,1,2023-08-22,36,Website,0
40,F,Single,High,8,1582.08,197.76,1,0,2023-07-24,29,Online Banking,0
46,F,Single,High,6,1172.66,195.44333333333336,0,0,2023-06-10,16,Mobile App,0
38,M,Single,Low,4,1087.62,271.905,1,0,2023-07-18,33,Website,1
36,F,Divorced,High,9,2467.11,274.12333333333333,1,0,2023-03-01,14,Mobile App,0
22,M,Single,High,4,800.5600000000001,200.14000000000001,2,1,2023-08-21,7,Online Banking,0
40,F,Married,Low,2,339.16999999999996,169.58499999999998,2,1,2023-12-26,33,Website,0
53,M,Widowed,High,4,1338.28,334.57,0,0,2023-08-24,3,Mobile App,1
37,F,Divorced,High,4,773.11,193.2775,1,0,2023-10-23,26,Website,0
25,M,Married,Low,1,47.52,47.52,2,2,2023-10-30,39,Website,0
26,F,Widowed,Low,8,1787.4199999999998,223.42749999999998,0,0,2023-08-21,5,Online Banking,1
31,F,Widowed,Low,3,522.89,174.29666666666665,0,0,2023-04-04,23,Online Banking,1
23,M,Divorced,Medium,1,281.95,281.95,0,0,2023-02-18,33,Mobile App,0
18,F,Married,Low,7,1990.15,284.3071428571429,0,0,2023-07-21,30,Mobile App,0
26,F,Widowed,Medium,7,1533.34,219.04857142857142,1,0,2023-09-03,33,Mobile App,0
33,M,Widowed,Medium,8,1960.83,245.10375,1,0,2023-12-04,43,Website,0
33,M,Divorced,Low,8,2346.48,293.31,2,1,2023-07-11,25,Online Banking,0
29,F,Single,Medium,2,680.27,340.135,2,1,2023-07-22,22,Online Banking,1
22,M,Widowed,High,3,865.73,288.57666666666665,2,2,2023-05-07,1,Online Banking,1
57,F,Divorced,High,9,2322.98,258.1088888888889,0,0,2023-05-10,10,Online Banking,0
46,F,Divorced,Low,6,1678.1200000000001,279.68666666666667,1,0,2023-10-09,23,Online Banking,0
63,M,Married,Medium,2,568.35,284.175,1,0,2023-06-02,33,Website,0
44,M,Divorced,High,8,2309.85,288.73125,0,0,2023-03-19,39,Online Banking,0
28,F,Divorced,Medium,4,1273.3600000000001,318.34000000000003,2,1,2023-08-22,28,Website,0
64,M,Single,Medium,2,609.5799999999999,304.78999999999996,2,1,2023-08-11,43,Mobile App,1
67,F,Widowed,High,7,1645.76,235.10857142857142,2,0,2023-08-30,8,Online Banking,0
45,M,Married,Low,9,2787.1,309.67777777777775,1,0,2023-10-28,27,Mobile App,1
69,F,Divorced,Medium,3,508.49,169.49666666666667,0,0,2023-02-25,5,Online Banking,0
53,F,Married,High,8,2017.78,252.2225,2,1,2023-12-29,15,Website,0
59,F,Widowed,Low,9,2722.74,302.52666666666664,1,1,2023-08-25,48,Mobile App,1
36,F,Divorced,Medium,7,2101.4,300.2,2,1,2023-10-14,22,Online Banking,0
52,F,Divorced,Medium,9,1524.8400000000001,169.42666666666668,1,1,2023-01-20,35,Mobile App,0
69,F,Married,Medium,6,1426.2,237.70000000000002,1,1,2023-08-09,30,Online Banking,0
48,F,Single,Medium,1,87.02,87.02,0,0,2023-09-20,48,Website,1
61,M,Widowed,Low,1,184.86,184.86,0,0,2023-12-31,44,Website,0
36,M,Widowed,Medium,5,1592.6100000000001,318.52200000000005,2,2,2023-03-16,33,Website,0
63,M,Widowed,High,7,1497.89,213.98428571428573,1,0,2023-09-04,30,Online Banking,0
41,F,Divorced,High,1,354.64,354.64,1,0,2023-06-18,36,Online Banking,0
19,M,Divorced,High,5,1442.26,288.452,2,2,2023-04-23,16,Online Banking,0
24,M,Divorced,Low,3,873.63,291.21,0,0,2023-11-09,38,Website,0
60,M,Married,High,3,1282.72,427.5733333333333,2,1,2023-09-20,23,Online Banking,0
66,M,Widowed,Medium,5,1254.4299999999998,250.88599999999997,0,0,2023-02-07,37,Online Banking,1
48,F,Widowed,Medium,8,2140.54,267.5675,2,0,2023-01-06,37,Website,0
34,F,Widowed,High,2,594.4200000000001,297.21000000000004,1,1,2023-12-16,28,Mobile App,0
44,M,Single,Low,7,1770.89,252.98428571428573,1,0,2023-10-04,14,Mobile App,1
53,F,Divorced,Low,5,1329.4499999999998,265.89,0,0,2023-04-04,4,Mobile App,0
67,F,Widowed,Medium,7,965.41,137.91571428571427,1,1,2023-09-24,39,Website,0
60,F,Widowed,Medium,9,1768.53,196.50333333333333,2,1,2023-11-03,33,Website,0
27,F,Divorced,High,7,1465.9299999999998,209.4185714285714,0,0,2023-09-10,31,Website,0
62,F,Divorced,Low,3,521.56,173.85333333333332,2,0,2023-08-14,13,Online Banking,0
31,M,Widowed,High,8,2414.15,301.76875,2,1,2023-08-10,36,Mobile App,0
24,F,Married,Medium,5,1361.3899999999999,272.27799999999996,2,1,2023-01-11,10,Mobile App,0
56,M,Married,Medium,1,148.98,148.98,2,1,2023-07-02,47,Online Banking,0
57,F,Married,High,2,233.87,116.935,1,0,2023-05-26,31,Website,0
26,M,Married,Low,7,1834.48,262.06857142857143,0,0,2023-12-16,26,Mobile App,0
31,M,Single,Medium,5,1302.43,260.486,0,0,2023-12-03,14,Mobile App,1
25,F,Married,Medium,1,41.19,41.19,2,1,2023-11-09,4,Mobile App,0
34,M,Widowed,Low,1,488.45,488.45,1,0,2023-03-18,33,Online Banking,0
40,F,Widowed,Medium,3,543.99,181.33,2,1,2023-09-18,47,Website,0
33,M,Widowed,Low,8,1698.21,212.27625,0,0,2023-09-20,13,Website,0
43,M,Married,Low,7,2131.01,304.43,1,0,2023-04-20,48,Website,0
26,F,Divorced,Medium,7,1373.54,196.22,2,2,2023-02-20,41,Online Banking,0
53,M,Widowed,High,8,1920.61,240.07625,2,1,2023-02-19,34,Online Banking,0
24,F,Married,Medium,8,2560.36,320.045,1,1,2023-10-28,43,Mobile App,1
35,M,Single,Medium,1,412.55,412.55,1,0,2023-06-20,35,Mobile App,0
25,F,Single,Medium,5,1115.64,223.12800000000001,0,0,2023-06-08,28,Website,0
38,M,Widowed,Medium,2,387.51,193.755,0,0,2023-12-06,31,Mobile App,0
43,M,Divorced,High,5,1002.46,200.49200000000002,2,1,2023-05-27,30,Online Banking,0
20,F,Single,High,6,1516.93,252.8216666666667,2,1,2023-10-13,32,Mobile App,0
34,F,Married,High,1,169.69,169.69,0,0,2023-12-01,13,Website,0
68,M,Married,Low,7,1461.03,208.71857142857144,0,0,2023-09-08,41,Mobile App,0
63,F,Single,High,5,1460.65,292.13,2,2,2023-05-11,34,Mobile App,0
41,M,Widowed,Low,5,1527.63,305.526,0,0,2023-09-08,8,Website,1
42,M,Widowed,Medium,2,364.46,182.23,2,1,2023-07-13,42,Mobile App,0
22,M,Single,High,8,2341.48,292.685,1,1,2023-10-18,25,Online Banking,0
54,F,Married,High,1,346.54,346.54,0,0,2023-04-20,33,Online Banking,0
62,F,Divorced,High,2,472.88,236.44,0,0,2023-07-13,10,Online Banking,0
67,F,Married,High,3,565.79,188.59666666666666,2,0,2023-12-23,40,Website,0
41,M,Divorced,High,9,2402.0,266.8888888888889,1,1,2023-11-22,34,Mobile App,0
48,M,Divorced,Medium,8,1730.33,216.29125,2,2,2023-06-14,44,Website,0
43,M,Single,High,9,2767.15,307.4611111111111,0,0,2023-01-10,33,Website,0
38,F,Widowed,Low,1,62.87,62.87,1,1,2023-03-13,5,Mobile App,0
51,M,Divorced,Low,1,336.72,336.72,2,2,2023-02-24,45,Online Banking,0
55,F,Married,High,1,449.87,449.87,2,2,2023-07-15,27,Online Banking,0
41,F,Widowed,Low,3,391.36,130.45333333333335,0,0,2023-04-09,8,Online Banking,1
45,F,Widowed,High,7,1668.22,238.31714285714287,0,0,2023-04-17,7,Online Banking,0
47,F,Married,Medium,9,2166.33,240.70333333333332,0,0,2023-12-11,22,Website,0
51,F,Single,Low,4,1217.08,304.27,0,0,2023-11-14,46,Website,0
69,M,Widowed,High,8,1918.1599999999999,239.76999999999998,0,0,2023-06-25,28,Online Banking,1
69,M,Divorced,Low,4,1104.21,276.0525,1,0,2023-12-17,9,Website,0
40,M,Married,High,4,818.31,204.5775,0,0,2023-12-23,31,Online Banking,0
25,M,Divorced,Low,6,1626.7,271.1166666666667,2,2,2023-10-24,4,Mobile App,1
59,F,Married,Medium,6,1916.68,319.44666666666666,1,1,2023-06-09,5,Website,1
67,F,Married,Low,5,1109.17,221.834,2,1,2023-01-10,13,Mobile App,0
27,F,Widowed,Low,9,2217.2799999999997,246.36444444444442,0,0,2023-12-30,6,Mobile App,0
18,M,Married,Low,3,251.45999999999998,83.82,0,0,2023-01-17,23,Online Banking,0
37,M,Widowed,Low,9,2460.07,273.3411111111111,2,1,2023-03-15,47,Online Banking,0
54,F,Married,High,6,1635.1299999999999,272.52166666666665,1,0,2023-05-08,35,Mobile App,0
35,M,Widowed,Medium,8,2145.93,268.24125,1,0,2023-01-30,34,Mobile App,0
38,M,Widowed,Medium,6,806.96,134.49333333333334,0,0,2023-11-20,38,Online Banking,0
66,M,Single,Low,5,1615.8400000000001,323.168,0,0,2023-07-16,34,Mobile App,1
21,F,Widowed,Low,5,1184.28,236.856,2,1,2023-09-03,11,Website,0
60,M,Widowed,Medium,8,1351.01,168.87625,1,1,2023-06-09,6,Website,1
19,F,Widowed,Medium,9,3386.04,376.2266666666667,1,0,2023-07-19,32,Website,0
38,M,Single,Medium,9,2624.42,291.6022222222222,2,0,2023-01-25,35,Website,1
54,F,Divorced,Medium,6,1262.48,210.41333333333333,1,1,2023-03-23,34,Mobile App,0
22,M,Divorced,Low,7,988.39,141.19857142857143,0,0,2023-04-13,43,Mobile App,0
34,M,Single,Medium,7,2129.71,304.2442857142857,1,0,2023-09-15,28,Mobile App,0
66,F,Widowed,Low,4,758.73,189.6825,2,1,2023-08-18,5,Online Banking,0
65,F,Widowed,Low,7,1624.23,232.03285714285715,2,1,2023-10-11,34,Mobile App,0
28,F,Married,Medium,1,393.84,393.84,0,0,2023-06-14,33,Mobile App,1
63,M,Divorced,High,6,1101.11,183.51833333333332,0,0,2023-11-23,12,Online Banking,0
58,F,Widowed,Low,7,2063.08,294.7257142857143,2,1,2023-02-28,40,Online Banking,0
48,M,Widowed,Medium,6,1483.12,247.18666666666664,1,0,2023-11-30,44,Website,1
45,F,Divorced,Low,5,1491.8,298.36,0,0,2023-01-06,38,Online Banking,0
61,M,Widowed,High,4,976.0,244.0,0,0,2023-08-29,44,Online Banking,0
49,M,Single,Medium,1,269.73,269.73,1,0,2023-10-08,12,Mobile App,0
38,M,Widowed,Low,6,1738.1399999999999,289.69,1,1,2023-01-07,37,Online Banking,0
24,F,Widowed,High,2,216.79,108.395,1,0,2023-12-29,1,Website,0
27,M,Divorced,High,6,1554.77,259.12833333333333,2,2,2023-08-30,40,Mobile App,0
45,F,Single,Low,2,763.91,381.955,0,0,2023-06-28,5,Website,1
65,M,Married,Medium,2,458.77,229.385,1,0,2023-11-30,2,Mobile App,0
53,M,Divorced,Medium,9,2429.2200000000003,269.91333333333336,0,0,2023-11-22,46,Online Banking,0
37,M,Married,Low,8,1317.1799999999998,164.64749999999998,0,0,2023-04-15,25,Online Banking,0
30,M,Married,High,4,703.3299999999999,175.83249999999998,2,2,2023-09-20,38,Mobile App,0
36,F,Single,High,6,1336.58,222.76333333333332,0,0,2023-12-07,25,Website,0
67,M,Married,High,3,551.93,183.97666666666666,1,1,2023-11-04,48,Mobile App,0
28,M,Single,High,7,2312.7,330.38571428571424,2,1,2023-06-23,22,Mobile App,0
52,F,Widowed,Low,4,1009.74,252.435,2,2,2023-08-10,1,Online Banking,1
51,M,Single,High,9,2325.03,258.3366666666667,2,1,2023-10-15,25,Online Banking,1
61,F,Divorced,Low,5,1536.61,307.322,0,0,2023-10-21,33,Online Banking,0
21,F,Married,Medium,9,2446.54,271.8377777777778,1,1,2023-08-08,22,Website,1
30,M,Single,Medium,1,392.1,392.1,1,1,2023-07-04,31,Mobile App,1
54,M,Divorced,High,9,2027.8799999999999,225.32,1,0,2023-02-12,19,Online Banking,1
19,F,Single,High,5,1362.35,272.46999999999997,0,0,2023-08-02,48,Mobile App,0
67,F,Married,High,1,172.81,172.81,0,0,2023-06-18,18,Online Banking,0
18,F,Married,Medium,6,1606.29,267.715,0,0,2023-07-23,1,Mobile App,0
57,F,Divorced,Low,6,1639.58,273.2633333333333,0,0,2023-01-06,19,Online Banking,0
42,F,Divorced,Low,3,612.22,204.07333333333335,0,0,2023-12-28,14,Mobile App,1
54,F,Divorced,Low,5,1073.98,214.796,0,0,2023-01-11,11,Online Banking,0
53,F,Divorced,High,9,3078.6,342.06666666666666,2,1,2023-09-25,8,Mobile App,1
23,F,Divorced,Low,9,1894.4,210.4888888888889,2,1,2023-06-09,18,Mobile App,0
24,M,Married,High,5,1959.29,391.858,2,0,2023-07-16,9,Mobile App,0
21,F,Widowed,Medium,2,645.75,322.875,2,1,2023-02-09,43,Website,1
52,M,Divorced,Low,9,2557.54,284.1711111111111,2,1,2023-09-15,28,Website,0
58,M,Widowed,High,9,2090.02,232.22444444444443,0,0,2023-08-22,11,Mobile App,0
51,F,Divorced,Low,9,2565.36,285.04,1,1,2023-10-30,49,Online Banking,0
46,F,Divorced,Medium,4,462.44,115.61,1,1,2023-12-07,41,Website,0
22,M,Divorced,Low,4,446.32,111.58,1,0,2023-02-14,30,Online Banking,0
44,M,Married,Low,3,343.51,114.50333333333333,0,0,2023-12-28,44,Online Banking,0
50,F,Widowed,Medium,6,1353.55,225.59166666666667,1,0,2023-05-16,27,Online Banking,0
63,F,Married,High,8,2333.7200000000003,291.71500000000003,1,1,2023-05-18,26,Online Banking,0
69,F,Single,High,6,1311.6399999999999,218.60666666666665,0,0,2023-12-06,49,Mobile App,1
27,F,Divorced,High,9,2008.12,223.12444444444444,1,1,2023-11-09,12,Online Banking,1
23,M,Divorced,Low,8,2372.58,296.5725,2,1,2023-10-22,38,Website,0
51,M,Widowed,Low,1,388.31,388.31,1,1,2023-10-29,27,Mobile App,0
25,M,Married,High,3,536.31,178.76999999999998,2,2,2023-08-16,37,Mobile App,0
48,M,Married,High,8,2145.98,268.2475,0,0,2023-06-26,17,Mobile App,0
26,M,Married,Low,4,1639.36,409.84,1,1,2023-11-10,46,Mobile App,0
38,M,Divorced,High,6,2067.57,344.595,0,0,2023-05-27,9,Online Banking,1
25,M,Widowed,High,2,651.88,325.94,2,1,2023-06-13,6,Online Banking,0
21,F,Single,Low,6,1286.35,214.39166666666665,2,1,2023-09-22,13,Mobile App,0
39,F,Single,Medium,2,649.47,324.735,1,1,2023-01-17,6,Online Banking,0
45,F,Married,Low,2,185.03,92.515,2,1,2023-09-22,38,Mobile App,0
62,F,Widowed,High,3,344.77,114.92333333333333,0,0,2023-07-07,4,Mobile App,0
21,M,Married,High,5,939.83,187.966,1,1,2023-08-25,16,Online Banking,1
56,M,Married,Medium,4,1099.45,274.8625,1,1,2023-02-21,36,Website,0
38,F,Married,Medium,2,452.87,226.435,2,0,2023-10-08,43,Website,1
25,M,Single,Low,2,575.05,287.525,2,0,2023-02-10,14,Online Banking,0
37,M,Single,Medium,3,716.14,238.71333333333334,0,0,2023-01-22,29,Website,0
49,M,Married,High,9,2116.14,235.12666666666667,0,0,2023-11-29,24,Website,0
18,M,Widowed,High,2,358.67,179.335,0,0,2023-09-02,39,Mobile App,0
23,F,Single,High,8,2140.26,267.5325,2,1,2023-12-30,39,Online Banking,0
45,F,Married,High,9,3027.91,336.4344444444444,2,2,2023-01-03,45,Mobile App,0
61,F,Single,Medium,3,1049.96,349.9866666666667,0,0,2023-02-05,25,Website,0
48,F,Divorced,High,7,2125.61,303.65857142857146,0,0,2023-11-24,46,Website,0
27,M,Divorced,High,6,1822.54,303.75666666666666,1,0,2023-09-25,46,Mobile App,0
37,F,Single,High,2,393.99,196.995,0,0,2023-11-09,3,Website,0
25,M,Married,Low,7,2132.54,304.6485714285714,1,0,2023-02-09,42,Online Banking,0
39,F,Single,Low,3,1179.98,393.32666666666665,2,1,2023-12-02,27,Online Banking,0
55,M,Widowed,High,6,1722.97,287.1616666666667,0,0,2023-10-24,12,Online Banking,0
46,F,Married,Medium,7,2151.66,307.38,1,1,2023-08-15,43,Website,0
26,M,Married,Medium,2,203.34,101.67,0,0,2023-12-20,2,Mobile App,1
61,M,Married,Low,6,1369.4,228.23333333333335,1,0,2023-10-22,38,Online Banking,0
64,M,Married,Low,9,2160.95,240.10555555555553,0,0,2023-05-13,26,Online Banking,1
18,M,Widowed,Medium,5,1090.13,218.026,0,0,2023-06-12,29,Mobile App,0
58,M,Single,Low,7,1859.23,265.6042857142857,0,0,2023-06-06,45,Online Banking,0
69,M,Single,Low,6,2436.25,406.0416666666667,2,1,2023-04-22,30,Website,1
56,M,Divorced,High,7,1867.21,266.7442857142857,0,0,2023-06-15,38,Online Banking,0
43,M,Married,Medium,1,472.36,472.36,0,0,2023-11-27,41,Online Banking,0
28,M,Divorced,High,3,1051.21,350.40333333333336,1,0,2023-08-16,32,Online Banking,0
69,F,Widowed,Low,6,1550.8500000000001,258.475,1,0,2023-11-22,38,Online Banking,0
52,F,Single,Low,7,2358.04,336.86285714285714,2,1,2023-08-04,21,Mobile App,0
41,F,Single,Low,3,962.48,320.82666666666665,1,1,2023-04-25,8,Website,0
50,F,Married,Low,2,538.06,269.03,0,0,2023-01-26,6,Website,0
37,F,Single,Medium,5,1331.4,266.28000000000003,0,0,2023-01-23,4,Website,0
44,M,Widowed,Medium,9,2437.4,270.82222222222225,1,0,2023-04-01,17,Mobile App,1
32,F,Widowed,Medium,9,1550.26,172.2511111111111,2,1,2023-07-10,21,Mobile App,0
50,F,Married,Medium,4,755.9300000000001,188.98250000000002,2,2,2023-12-21,4,Website,1
69,M,Divorced,High,8,2373.23,296.65375,1,1,2023-04-25,35,Website,1
24,F,Married,High,3,715.6,238.53333333333333,1,0,2023-04-23,30,Mobile App,0
51,F,Widowed,High,2,402.41,201.205,0,0,2023-05-23,27,Online Banking,1
62,M,Single,Low,2,232.75,116.375,2,1,2023-12-01,12,Website,0
68,F,Single,Medium,2,407.65999999999997,203.82999999999998,1,1,2023-03-25,48,Mobile App,0
63,F,Single,Medium,7,1876.3600000000001,268.0514285714286,0,0,2023-10-18,20,Online Banking,0
59,M,Widowed,Medium,4,783.96,195.99,0,0,2023-02-15,40,Online Banking,0
22,M,Divorced,High,7,1677.08,239.58285714285714,2,1,2023-11-07,44,Online Banking,0
47,M,Married,Low,6,1709.36,284.8933333333333,2,0,2023-04-08,41,Online Banking,0
45,M,Divorced,Low,5,1667.53,333.506,1,1,2023-11-14,33,Online Banking,1
35,F,Single,Low,3,623.49,207.83,1,0,2023-04-01,10,Website,0
53,F,Married,High,8,1726.51,215.81375,2,1,2023-11-21,5,Mobile App,1
20,F,Widowed,Medium,9,2356.94,261.88222222222225,2,1,2023-04-20,11,Mobile App,1
38,M,Widowed,High,9,1383.59,153.73222222222222,0,0,2023-10-14,21,Mobile App,0
63,F,Divorced,Medium,1,215.12,215.12,2,1,2023-04-23,20,Online Banking,0
33,M,Married,Low,8,2642.14,330.2675,0,0,2023-02-03,44,Mobile App,0
54,F,Single,Medium,9,2959.62,328.84666666666664,1,0,2023-01-04,9,Online Banking,0
59,M,Divorced,Low,9,2544.69,282.74333333333334,2,1,2023-06-09,30,Mobile App,0
22,F,Widowed,Low,8,2270.36,283.795,1,0,2023-04-23,48,Online Banking,0
67,F,Married,Low,5,1346.76,269.352,0,0,2023-06-07,4,Mobile App,0
68,M,Married,Medium,7,1726.8999999999999,246.7,1,1,2023-10-17,9,Website,0
31,M,Widowed,High,7,1906.1000000000001,272.3,0,0,2023-07-09,40,Online Banking,0
48,M,Single,Low,9,2347.42,260.82444444444445,2,0,2023-12-16,3,Website,0
63,F,Single,Medium,4,865.0,216.25,1,1,2023-11-22,38,Online Banking,0
41,F,Widowed,Low,8,2473.79,309.22375,2,1,2023-09-11,25,Website,0
52,M,Widowed,Medium,9,1158.83,128.7588888888889,0,0,2023-05-13,37,Mobile App,1
53,M,Single,High,5,1476.4,295.28000000000003,0,0,2023-06-16,30,Mobile App,0
27,M,Divorced,Low,3,437.92999999999995,145.97666666666666,2,1,2023-05-06,31,Website,0
44,M,Divorced,Low,4,1187.98,296.995,0,0,2023-01-13,17,Mobile App,1
44,F,Married,Low,1,271.99,271.99,0,0,2023-10-03,10,Website,0
40,M,Married,High,5,1489.51,297.902,1,1,2023-01-16,8,Mobile App,1
30,M,Divorced,Medium,9,2463.96,273.7733333333333,1,1,2023-01-14,2,Mobile App,0
33,F,Married,Low,1,110.77,110.77,2,1,2023-12-21,32,Website,0
52,F,Divorced,Low,5,1504.22,300.844,0,0,2023-12-07,11,Mobile App,0
44,M,Married,High,3,624.87,208.29,1,1,2023-10-11,10,Online Banking,0
69,F,Divorced,Medium,7,1688.29,241.18428571428572,2,0,2023-12-17,41,Online Banking,0
56,M,Married,High,3,612.18,204.05999999999997,0,0,2023-08-26,32,Online Banking,0
64,F,Married,High,3,1239.16,413.05333333333334,1,0,2023-03-25,24,Mobile App,1
34,F,Divorced,Low,3,481.67999999999995,160.55999999999997,2,1,2023-08-11,7,Online Banking,0
65,M,Single,Medium,8,1674.35,209.29375,1,1,2023-08-14,29,Online Banking,1
58,F,Divorced,Low,7,2146.58,306.6542857142857,0,0,2023-01-22,2,Online Banking,1
18,M,Divorced,Low,7,1025.54,146.50571428571428,2,0,2023-11-20,16,Mobile App,1
28,M,Widowed,High,1,244.19,244.19,1,1,2023-04-27,31,Online Banking,1
29,F,Single,High,3,694.35,231.45000000000002,1,1,2023-02-25,12,Online Banking,0
31,F,Married,Low,2,204.8,102.4,1,0,2023-08-15,32,Online Banking,0
25,M,Single,High,5,754.54,150.908,1,1,2023-10-01,47,Online Banking,0
48,F,Single,High,7,1074.25,153.46428571428572,2,2,2023-04-12,41,Online Banking,0
24,F,Single,Medium,4,934.44,233.61,0,0,2023-11-19,18,Website,0
